"Series.Name","Series.Code","Country.Name","Country.Code","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","Average..Time.","missing_count"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Japan","JPN",12.34,11.47,10.59,10.17,10.27,9.71,11.12,11.54,NA,NA,NA,10.90125,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Jordan","JOR",0.4,0.38,0.36,0.35,0.33,0.34,0.3,0.29,NA,NA,NA,0.34375,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Kazakhstan","KAZ",7.69,7.49,6.92,6.59,6.27,6.25,5.67,5.32,NA,NA,NA,6.525,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Kuwait","KWT",0.51,0.59,0.58,0.58,0.54,0.55,0.27,0.34,NA,NA,NA,0.495,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Kyrgyz Republic","KGZ",4.24,4.2,4.15,3.88,4.04,3.84,3.19,3.15,NA,NA,NA,3.83625,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lao PDR","LAO",2.89,2.82,2.77,2.74,2.73,2.69,2.37,2.59,NA,NA,NA,2.7,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Lebanon","LBN",0.63,0.62,0.58,0.57,0.52,0.51,0.62,0.55,NA,NA,NA,0.575,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Malaysia","MYS",2,2.18,2.18,2.26,2.23,2.25,1.89,2.18,NA,NA,NA,2.14625,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Maldives","MDV",0.54,0.51,0.49,0.48,0.45,0.52,0.43,0.32,NA,NA,NA,0.4675,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Mongolia","MNG",5.34,5.31,5.37,5.36,4.98,4.83,4.58,4.85,NA,NA,NA,5.0775,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Myanmar","MMR",1.17,1.16,1.14,1.1,1.11,1.11,1.04,1.02,NA,NA,NA,1.10625,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Nepal","NPL",7.92,7.76,7.71,7.69,7.74,7.6,6.85,7.16,NA,NA,NA,7.55375,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Oman","OMN",0.39,0.36,0.36,0.36,0.36,0.34,0.26,0.21,NA,NA,NA,0.33,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Pakistan","PAK",3.43,3.48,3.46,3.46,3.42,3.35,3.09,3.16,NA,NA,NA,3.35625,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Philippines","PHL",1.07,1.38,1.35,1.52,1.68,1.31,1.46,1.77,NA,NA,NA,1.4425,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Qatar","QAT",1.23,1.28,1.28,1.24,1.19,1.15,0.92,0.77,NA,NA,NA,1.1325,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Timor-Leste","TLS",2.47,2.31,2.41,2.29,2.38,2.53,2.07,2.29,NA,NA,NA,2.34375,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Russian Federation","RUS",11.12,10.92,10.61,9.66,9.27,8.7,7.4,8.09,NA,NA,NA,9.47125,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Saudi Arabia","SAU",0.64,0.64,0.67,0.71,0.73,0.72,0.56,0.66,NA,NA,NA,0.66625,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Sri Lanka","LKA",6.29,6.14,6.3,6.28,6.31,6.44,5.13,5.85,NA,NA,NA,6.0925,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Syrian Arab Republic","SYR",0.26,0.26,0.25,0.25,0.27,0.27,0.26,0.26,NA,NA,NA,0.26,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Tajikistan","TJK",1.67,1.65,1.63,1.57,1.53,1.49,1.23,1.34,NA,NA,NA,1.51375,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Thailand","THA",3.67,3.74,3.92,3.97,4.15,4.35,5.04,5.48,NA,NA,NA,4.29,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Turkiye","TUR",1.35,1.41,1.44,1.42,1.42,1.47,1.21,1.09,NA,NA,NA,1.35125,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Turkmenistan","TKM",4.26,4.39,4.14,3.87,3.72,3.59,3.36,3.48,NA,NA,NA,3.85125,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","United Arab Emirates","ARE",0.65,0.63,0.61,0.62,0.61,0.59,0.4,0.36,NA,NA,NA,0.55875,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Uzbekistan","UZB",7.41,7.85,8,7.67,7.36,7.33,6.31,6.06,NA,NA,NA,7.24875,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Viet Nam","VNM",4.5,4.58,4.56,4.48,4.45,4.47,3.89,4.34,NA,NA,NA,4.40875,3
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Yemen, Rep.","YEM",3.78,3.6,3.59,3.62,3.44,3.23,2.97,2.84,NA,NA,NA,3.38375,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Afghanistan","AFG",4.65,4.76,4.71,4.81,4.79,4.66,4.57,4.81,NA,NA,NA,4.72,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Armenia","ARM",8.69,9.1,10.17,6.14,3.95,5.28,4.02,4.17,NA,NA,NA,6.44,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Azerbaijan","AZE",3.23,3.04,2.91,2.93,2.79,2.83,5.64,2.33,NA,NA,NA,3.2125,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Bahrain","BHR",8.02,7.49,8.3,8.55,8.52,7.63,8.08,6.62,NA,NA,NA,7.90125,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Bangladesh","BGD",3.73,3.69,3.75,3.93,3.94,3.95,3.66,3.65,NA,NA,NA,3.7875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Bhutan","BTN",6.74,6.59,6.52,6.67,6.27,6.08,6.52,6.19,NA,NA,NA,6.4475,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Brunei Darussalam","BRN",1.57,2.14,3.47,4.16,4.57,4.12,4.97,5.19,NA,NA,NA,3.77375,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Cambodia","KHM",6.07,6.1,6.13,6.14,6.16,6.21,6.07,6.34,NA,NA,NA,6.1525,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","China","CHN",10.18,10.05,10.04,10,10.09,10.16,10.44,10.32,NA,NA,NA,10.16,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Cyprus","CYP",8.26,7.67,8.72,7.72,9.11,8.07,5.63,3.84,NA,NA,NA,7.3775,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Egypt, Arab Rep.","EGY",1.48,1.45,1.43,1.34,1.32,1.36,1.16,0.92,NA,NA,NA,1.3075,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Georgia","GEO",9.44,8.82,7.76,7.46,12.24,13.39,10.41,9.46,NA,NA,NA,9.8725,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","India","IND",17.1,16.53,16.46,16.84,16.66,16.47,15.09,13.8,NA,NA,NA,16.11875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Indonesia","IDN",2.08,2.06,2.06,2.06,2.06,2.08,1.78,1.49,NA,NA,NA,1.95875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Iran, Islamic Rep.","IRN",6.98,6.72,6.9,6.58,6.31,6.27,4.95,5.77,NA,NA,NA,6.31,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Iraq","IRQ",4.72,4.8,4.77,4.79,4.76,4.77,4.39,4.42,NA,NA,NA,4.6775,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Israel","ISR",7.56,7.03,8.28,7.69,8.39,7.78,7.81,6.31,NA,NA,NA,7.60625,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Japan","JPN",28.49,27.5,25.08,24.52,23.78,23.54,23.48,23.6,NA,NA,NA,24.99875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Jordan","JOR",1.22,1.19,1.25,1.2,1.16,1.16,1,0.9,NA,NA,NA,1.135,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Kazakhstan","KAZ",38.35,36.92,34.07,32.17,31.81,32.21,29,24.4,NA,NA,NA,32.36625,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Kuwait","KWT",2.11,2.85,2.7,2.76,2.61,2.74,3.43,3.58,NA,NA,NA,2.8475,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Kyrgyz Republic","KGZ",16.06,15.91,14.01,14.35,13.7,13.45,10.76,10.53,NA,NA,NA,13.59625,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Lao PDR","LAO",6.64,6.54,6.47,6.4,6.4,6.4,5.54,6.55,NA,NA,NA,6.3675,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Lebanon","LBN",1.03,1.01,0.95,0.92,0.88,0.89,0.97,0.86,NA,NA,NA,0.93875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Malaysia","MYS",6.4,7.16,7.36,7.6,7.95,8.15,6.41,8.79,NA,NA,NA,7.4775,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Maldives","MDV",4.19,3.93,4.06,3.67,3.08,3.78,2.86,2.17,NA,NA,NA,3.4675,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Mongolia","MNG",31.5,32.17,31.78,30.56,29.38,29.84,33.09,32.16,NA,NA,NA,31.31,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Myanmar","MMR",5.11,5.09,5.07,4.99,5.01,5.03,4.75,4.78,NA,NA,NA,4.97875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nepal","NPL",13.56,13.71,13.21,13.72,13.72,13.78,12.99,13.33,NA,NA,NA,13.5025,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN",2.95,2.41,2.59,2.74,2.97,2.95,1.79,1.35,NA,NA,NA,2.46875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK",9.1,9.2,9.18,9.16,8.91,8.72,7.68,8.02,NA,NA,NA,8.74625,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Philippines","PHL",4.34,4.91,5.07,4.99,5.55,4.78,4.89,5.23,NA,NA,NA,4.97,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Qatar","QAT",9.78,9.6,9.78,9.56,9.39,9.08,6.96,6.24,NA,NA,NA,8.79875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Timor-Leste","TLS",4.9,4.73,4.87,4.72,4.85,5.06,4.31,4.8,NA,NA,NA,4.78,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Russian Federation","RUS",57.5,54.5,52.84,47.66,45.08,42.66,36.7,36.68,NA,NA,NA,46.7025,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Saudi Arabia","SAU",1.16,1.06,1.06,1.22,1.33,1.32,1.38,1.14,NA,NA,NA,1.20875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Sri Lanka","LKA",24.3,23.98,24.46,24.68,25.19,26.06,20.22,24.22,NA,NA,NA,24.13875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Syrian Arab Republic","SYR",0.96,0.96,0.91,0.94,0.97,0.97,0.88,0.91,NA,NA,NA,0.9375,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Tajikistan","TJK",4.15,4.1,4.05,3.89,3.86,3.78,3.24,3.56,NA,NA,NA,3.82875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Thailand","THA",17.44,18.65,20.1,20.74,21.72,23.14,26.34,28.22,NA,NA,NA,22.04375,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Turkiye","TUR",5.08,4.97,5.25,5.29,5.34,5.6,4.76,4.29,NA,NA,NA,5.0725,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Turkmenistan","TKM",10.72,10.83,10.61,10.48,10.4,10.36,9.8,10.32,NA,NA,NA,10.44,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","United Arab Emirates","ARE",3.43,3.46,3.34,3.5,3.56,3.49,3.47,2.46,NA,NA,NA,3.33875,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Uzbekistan","UZB",15.83,16.6,16.58,15.64,14.03,12.91,10.81,10.59,NA,NA,NA,14.12375,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Viet Nam","VNM",10.61,10.85,10.79,10.6,10.62,10.73,9.9,10.38,NA,NA,NA,10.56,3
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Yemen, Rep.","YEM",5.87,5.78,6.1,5.81,5.69,5.4,4.87,5.55,NA,NA,NA,5.63375,3
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Afghanistan","AFG",64.60393,64.849454,65.602067,67.065095,67.588965,67.952078,64.471496,62.67188,69.906777,NA,NA,66.0790824444445,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Armenia","ARM",87.193749,87.548679,87.921252,88.275576,88.611133,88.931213,86.319178,86.072668,88.731168,NA,NA,87.7338462222222,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Azerbaijan","AZE",83.60626,84.578821,84.246588,84.551693,85.092643,85.660171,81.847133,81.798898,85.460872,NA,NA,84.0936754444445,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Bahrain","BHR",89.583162,89.80585,90.006213,90.194037,90.378174,90.565906,90.462923,87.515372,91.180304,NA,NA,89.9657712222222,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Bangladesh","BGD",76.797935,77.449615,78.099271,78.737168,79.377826,80.001991,78.662712,77.041168,81.950649,NA,NA,78.679815,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Bhutan","BTN",78.464267,78.939839,79.603749,80.227175,80.794855,81.314899,81.797749,82.106567,82.661172,NA,NA,80.6566968888889,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Brunei Darussalam","BRN",84.167661,84.211008,84.263163,84.339309,84.435697,84.545257,84.667443,83.949456,78.171211,NA,NA,83.6389116666667,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Cambodia","KHM",76.36082,76.845519,77.25644,77.597351,77.890043,78.154101,78.328804,76.407518,78.957722,NA,NA,77.5331464444444,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","China","CHN",88.991318,89.250644,89.498417,89.700421,89.98544,90.152664,90.394112,90.254381,90.559517,NA,NA,89.8652126666667,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Cyprus","CYP",93.721007,93.866891,93.967574,93.979196,93.969438,93.941154,92.522881,91.787676,92.69602,NA,NA,93.3835374444444,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Egypt, Arab Rep.","EGY",78.564971,79.063577,79.602052,80.098058,80.573771,80.987706,79.273574,77.611128,80.409167,NA,NA,79.5760004444444,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Georgia","GEO",86.31934,86.220917,86.207969,86.743117,87.138231,87.549722,86.589508,82.901648,87.716818,NA,NA,86.3763633333333,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","India","IND",74.733864,75.070213,75.413346,75.757583,76.138822,76.558342,75.792373,69.548678,78.057246,NA,NA,75.2300518888889,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Indonesia","IDN",75.302167,75.643985,76.006117,76.405721,76.65682,77.107534,74.566083,71.148763,78.013812,NA,NA,75.6501113333333,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Iran, Islamic Rep.","IRN",87.441577,87.810256,88.174076,88.494312,88.856824,89.158387,86.266238,83.544947,88.979086,NA,NA,87.6361892222222,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Iraq","IRQ",77.469477,77.973668,78.02529,78.673471,79.397608,79.685645,78.505532,78.313998,81.023534,NA,NA,78.7853581111111,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Israel","ISR",93.10337,93.314607,93.253917,93.399752,93.635861,93.639073,93.725131,93.682824,93.913789,NA,NA,93.5187026666667,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Japan","JPN",94.002517,94.234027,94.289665,94.484074,94.461402,94.508641,94.569141,94.567238,94.356001,NA,NA,94.3858562222222,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Jordan","JOR",85.890353,86.483021,87.168607,87.872278,88.429168,88.895973,87.798694,85.464946,89.132172,NA,NA,87.459468,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Kazakhstan","KAZ",82.548923,83.305109,83.972929,84.555802,85.058904,85.488133,82.171904,81.146237,84.872952,NA,NA,83.6800992222222,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Kuwait","KWT",92.210197,92.699935,93.196022,93.611586,93.948654,94.200936,92.336004,89.346851,93.041209,NA,NA,92.7323771111111,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Kyrgyz Republic","KGZ",79.685048,80.691725,81.755077,82.794942,82.508842,82.858831,79.533485,80.020462,83.671414,NA,NA,81.5022028888889,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Lao PDR","LAO",72.393107,72.944025,73.553067,74.041745,74.479318,75.04371,76.285458,74.274301,76.463452,NA,NA,74.3864647777778,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Lebanon","LBN",89.697665,89.831818,89.930042,89.873387,89.842542,89.796082,87.723492,85.523455,89.587873,NA,NA,89.0895951111111,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Malaysia","MYS",85.354187,85.296609,85.36389,85.491246,85.660071,85.829278,86.017692,82.9861,85.117692,NA,NA,85.2351961111111,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Maldives","MDV",90.707801,91.219856,91.493088,92.157011,92.606301,92.900518,91.431333,91.50352,94.051506,NA,NA,92.0078815555556,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Mongolia","MNG",77.733442,78.789103,79.864669,80.875052,81.63143,81.845723,81.373446,77.768333,83.016925,NA,NA,80.3220136666667,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Myanmar","MMR",71.169189,71.719173,72.261529,72.657809,73.175398,73.603067,73.788592,71.746903,74.30879,NA,NA,72.7144944444445,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Nepal","NPL",72.744748,71.668326,73.747551,74.305568,74.875483,75.363307,75.300244,73.200227,76.872815,NA,NA,74.2309187777778,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Oman","OMN",90.161547,90.57801,90.965502,91.320614,91.640998,91.925534,89.755865,87.338891,90.604863,NA,NA,90.4768693333333,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Pakistan","PAK",72.585115,72.987034,73.460173,73.878321,74.268941,74.655715,72.953864,72.150468,75.735977,NA,NA,73.6306231111111,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Philippines","PHL",77.588603,77.898022,78.467732,79.955411,78.545542,78.264542,78.304129,72.870727,77.96849,NA,NA,77.7625775555556,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Qatar","QAT",92.215564,92.653883,93.06111,93.436942,93.781154,94.094408,94.148754,93.658331,93.498919,NA,NA,93.3943405555555,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Timor-Leste","TLS",69.097226,69.588713,70.053382,70.550513,71.128731,71.681509,72.600527,70.410043,73.109947,NA,NA,70.913399,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Russian Federation","RUS",82.176957,82.493352,83.000021,84.070183,84.148115,84.132901,81.599003,78.993781,83.916381,NA,NA,82.7256326666667,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Saudi Arabia","SAU",87.962195,88.506477,88.957586,89.269845,89.399451,89.306848,89.104878,89.046611,89.393819,NA,NA,88.99419,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Sri Lanka","LKA",88.762226,89.036095,89.185338,89.282711,89.602294,89.716672,89.961824,89.052764,90.438482,NA,NA,89.4487117777778,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Syrian Arab Republic","SYR",76.489939,75.408756,77.574439,77.556717,78.212162,81.724759,82.625803,82.244178,83.325705,NA,NA,79.4624953333333,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Tajikistan","TJK",78.135506,78.122547,78.426407,79.018895,79.582475,80.126784,76.210536,77.360872,81.096016,NA,NA,78.6755597777778,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Thailand","THA",86.925718,87.158241,87.057768,87.218416,87.371464,87.259511,87.415166,87.878265,84.821609,NA,NA,87.0117953333333,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Turkiye","TUR",89.62896,89.823298,89.974917,90.394163,90.79082,91.068643,90.616501,88.853835,90.84317,NA,NA,90.2215896666667,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Turkmenistan","TKM",78.907529,78.988818,79.02517,79.064205,79.160104,79.291777,78.518716,78.721187,79.990905,NA,NA,79.0742678888889,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","United Arab Emirates","ARE",95.297805,95.450961,95.613335,95.76726,95.897939,95.993196,95.579443,94.619212,95.309312,NA,NA,95.5031625555555,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Uzbekistan","UZB",79.570996,79.863582,80.199418,80.602417,81.31407,81.536681,80.86448,80.60358,80.977719,NA,NA,80.6147714444444,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Viet Nam","VNM",86.8085,86.921345,86.989958,87.022567,87.108092,87.229146,88.499837,86.802638,87.494845,NA,NA,87.2085475555555,2
"Survival to age 65, female, (% of cohort)","SP.DYN.TO65.FE.ZS","Yemen, Rep.","YEM",75.149055,74.501289,74.922371,75.156762,74.661667,74.977681,74.218857,72.561975,75.086716,NA,NA,74.5818192222222,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Afghanistan","AFG",56.691583,56.324885,56.801504,53.910567,53.350426,54.744389,50.415018,47.181208,62.618152,NA,NA,54.6708591111111,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Armenia","ARM",70.074882,70.604339,71.152697,71.637669,72.0433,72.402879,57.356816,68.551096,70.078269,NA,NA,69.3224385555556,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Azerbaijan","AZE",70.393447,70.571057,71.428041,71.15339,71.941044,72.959534,66.849226,69.057423,73.198989,NA,NA,70.8391278888889,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Bahrain","BHR",88.288203,88.416263,88.49758,88.575706,88.693516,88.89052,84.925475,86.377833,89.974151,NA,NA,88.0710274444444,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Bangladesh","BGD",68.436368,69.295377,70.266407,71.29704,72.336994,73.327263,71.633352,70.643162,75.828007,NA,NA,71.4515522222222,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Bhutan","BTN",71.914537,72.492676,72.997278,73.435882,73.930142,74.44969,74.810916,75.236362,75.738466,NA,NA,73.8895498888889,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Brunei Darussalam","BRN",77.15787,77.200143,77.259032,77.339257,77.439843,77.560202,77.692223,77.079682,71.856351,NA,NA,76.7316225555556,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Cambodia","KHM",67.279209,67.642603,67.954919,68.253278,68.39,68.503735,68.008348,66.135266,68.911298,NA,NA,67.8976284444444,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","China","CHN",80.060367,80.378495,80.659112,80.420412,81.329196,81.743736,81.495929,81.888934,82.145251,NA,NA,81.1246035555556,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Cyprus","CYP",88.360351,88.581575,88.749189,88.992453,89.136453,89.149858,88.571241,87.1116,88.20924,NA,NA,88.5402177777778,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Egypt, Arab Rep.","EGY",66.831618,67.5619,68.528651,69.383514,70.177616,70.868484,68.979716,68.402567,70.116305,NA,NA,68.9833745555556,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Georgia","GEO",65.931768,66.077156,65.585293,66.546695,67.028693,67.144094,66.325661,63.358663,67.311342,NA,NA,66.145485,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","India","IND",67.081094,67.64069,68.208033,68.747707,69.277438,69.787036,68.092816,61.782711,71.256261,NA,NA,67.9859762222222,2
"Survival to age 65, male, (% of cohort)","SP.DYN.TO65.MA.ZS","Indonesia","IDN",67.326379,67.716256,68.04023,68.355287,68.472009,68.937631,64.770888,61.930195,69.884919,NA,NA,67.2704215555556,2
